 Vaksin Covid Sebabkan Mandul,Hasil Periksa Fakta Aisyah Adilah (Anggota Komisariat IISIP Jakarta). Belum ada identifikasi masalah kesehatan terkait hormon yang dilaporkan dari uji klinis vaksin COVID yang sedang berlangsung.,HOAX
"""Bukan disebabkan vaksin, siswa MI di Palembang tewas karena radang otak""","""Jika ada suntikn di skolh ank ku dak ush dsuntik wes apapun alasanx tkut sperti ini"".",NON HOAX
"""Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri""","""MASIHKAH DEPKES INGIN MEMAKSAKAN VAKSINASI??? LIHAT INI CONTOH NYO, MENYEDIHKAN SEKALI...""",NON HOAX
"""Pare Tidak Serta-merta Bisa Menyembuhkan Kanker""","""Tolong sebar luaskan. Prof Chen Hui Ren dari RS pusat angkatan darat Beijing menegaskan bila setiap orang yg mendapatkan info ini kemudian membagikan ke 10 orang lainnya,di pastikan sedikitnya ada satu nyawa yg akan terselamatkan..saya sudah melakukan bagian yg harus saya kerjakan,harap anda juga membantu melakukan bagian anda.Tks! Air pare yang panas dapat menolong anda,sesibuk apapun perlu untuk dibaca,kemudian beritakan kepada orang lain. Sebar luaskan kasih. Pare dapat membunuh sel kanker! Potong 2-3 irisan tipis pare taruh dalam gelas,tuang air panas, air akan menjadi alkalin(basa),minum setiap hari,terhadap siapapun akan bermanfaat. Air panas pare tsb akan mengeluarkan suatu zat anti kanker, ini adalah sebuah perkembangan baru didalam dunia kedokteran yg bermanfaat dalam mengobati kanker. Air panas ekstrak pare akan berpengaruh terhadap kista dan tumor.sudah di buktikan dapat menolong pelbagai macam kanker. Menggunakan pare dalam mengobati kanker,hanya akan mematikan sel sel jahat tumor,dia tidak akan mempengaruhi sel sel yg sehat. Selain itu asam amino dan polyphenol oxidase drpd pare,dapat menyeimbangkan tekanan darah tinggi,melancarkan peredaran darah,mengurangi penggumpalan darah dan dapat mencegah terjadinya penggumpalan vena dalam(deep vein thrombosis). Setelah selesai membaca ini,sebar luaskan kepada orang lain,keluarga,teman, tebarkan kasih! Harus jaga dgn baik kesehatan masing masing.",NON HOAX
"""Ratusan Pekerja Pertamina RU II Dumai Tolak Akuisisi Pertagas""","""Salut buat Serikat Pekerja Pertamina yang berani menolak kebijakan Pemerintah. Sekitar 300 Serikat Pekerja Pertamina RU II Dumai dibawah FSPPB (Federasi Serikat Pekerja Pertamina Bersatu) menggelar aksi demo di Gate I Kilang Pertamina Jalan Putri Tujuh Dumai, Rabu (18/7/2018). Serikat pekerja menolak adanya akuisisi Pertamina Gas (Pertagas) oleh Perusahaan Gas Negara (PGN). Pertagas sahamnya 100 persen milik Pertamina artinya milik rakyat Indonesia. Sementara PGN sebagian sahamnya milik Asing.""",NON HOAX
"""Sepucuk Surat Dari Teman di Arab Saudi""","""Warta islami ~ Saya membuat tulisan ini, bukan untuk merendahkan bangsa saya, Indonesia tercinta. Bukan pula menyerang negara Arab, khususnya Arab Saudi tempat di mana saya berdomisili saat ini. Tujuan tulisan singkat saya ini untuk *memberikan wawasan / kesadaran* kepada teman-teman, kakak, dan adik-adik saya dan sesama saudara warga negara Indonesia di mana saja berada."", ",NON HOAX
"""Suara sumbang petani Kendal yang digusur proyek tol""","""Demi memuluskan ambisi proyek infrastruktur Tol nya jokowi rela menindas dan mendzolimi raktaynya sendiri!!! kelakuan seperti ini masih berharap suara rakyat untuk 2 periode ngimpi!!!",NON HOAX
"#INAelectionObserverSOS , #CYBERMUSLIMRUSSIANFORPRABOWOSOS , dan Isu Server KPU Diserang Hacker Bayaran","Komisioner KPU, Viryan Azis, membenarkan, memang ada upaya suatu pihak melakukan peretasan situs milik KPU yang memang terjadi hampir setiap waktu bahkan sebelum pilpres 2019 berlangsung. Meski demikian, Viryan menegaskan, hasil akhir pemilu tidak didasarkan pada penghitungan oleh server milik KPU ini. Selain itu, Komisioner KPU RI, Pramono Ubaid, mengatakan tumbangnya server KPU terjadi kemungkinan karena traffic yang melonjak tajam.",HOAX
‘Akhirnya Mundur Juga Abis Ngatain Orang-Orang Tanjung Priok’,Beredar postingan yang menyebutkan bahwa Menteri Hukum dan HAM (Menkumham) Yasonna Laoly mengundurkan diri dari jabatannya pasca membuat pernyataan terkait warga Tanjung Priok. Dalam postingannya tersebut disertai pemberitaan dari cnnindonesia.com dengan judul ‘Yasonna Laoly Mundur sebagai Menteri Hukum dan HAM.’ Berikut kutipan narasinya: AKHIRNYA MUNDUR JUGA ABIS NGATAI ORANG2 TANJUNG PRIUK LAGIAN SEBENERNYA NIH ORANG ASLI PRIBUMI APA BUKAN SIH ??,HOAX
“2 Petani di Rokan Hilir tewas tersambar petir saat berteduh di pohon sawit”,"“Innalillahiwainnailahirojiun .. Korban kesambar petir sore ini. Semoga ditempatkan disisiNya, amin ?? semoga kelurga yg ditinggalkan diberi ketabahan .. Buat pelajaran juga, jangan main hp pas lagi hujan + petir baik diluar atau dalam rumah .. Lokasi : Riau, kab. Rokan HIlir, Kec. Bangko pusako, kel. Bangko kiri .”",NON HOAX
“3 Juta Orang Inggris Masuk Islam Secara Serentak”,Yang beginian bikin cebong naik darah Innaddina indallahil Islam “3 Juta Orang Inggris Masuk Islam Secara Serentak”BUKUNEWSCHECK.ONLINE,HOAX
“Ada 32 hotel di Jakarta untuk ISOLASI MANDIRI yang biayanya Ditanggung Pemerintah”,Akun Nasrullah Larada (fb.com/nasrullah.larada) pada 19 Januari 2021 mengunggah postingan yang berisi narasi sebagai berikut: “Gubernur DKI Anies R Baswedan patut di contoh dalam mengayomi warganya…. Ada Gubernur lain yang mau tiru….? Monggo… Ada 32 hotel di Jakarta untuk ISOLASI MANDIRI yang biayanya Ditanggung Pemerintah.”,HOAX
“Akhirnya Jokowi Selesai Buat Tol Laut”,Video tersebut adalah rekaman dari jembatan penyebrangan ‘Jiaozhou Bay Bridge’ yang ada di negara China. Jembatan penyebrangan tersebut tidak ada hubungannya dengan Presiden Jokowi maupun Indonesia.,HOAX
“ANIES JUARA PERTAMA LOMBA NGOMONG TINGKAT INTERNASIONAL”,"“PARA PENDUKUNGNYA MENYEBUT NYA KEREN, MAU TANYA KEREN APANYA” “LUAR BIASA ANIES JUARA PERTAMA LOMBA NGOMONG TINGKAT INTERNASIONAL”",HOAX
“Anies Pastikan Tolak Utang Luar Negeri Jika Pimpinan RI”,"“Jangan di percaya anies itu tukang ngibul, janji ekonomi meroket aja belom di lunasin”",HOAX
"“Anosmia Bukan Gejala khas Virus, Minum aja Mecobalamin 5 cap setiap 1 jam sampai diare ringan”",Akun Instagram Lois Lois (instagram.com/dr_lois7) pada 17 Februari 2021 mengunggah sebuah foto obat mecobalamin dengan narasi sebagai berikut: “Anosmia Bukan Gejala khas Virus. Memangnya dari dulu gak pernah ada yg merasakan gejala ini?? Jangan mau di takut2i otak dengkul! Minum aja Mecobalamin 5 cap setiap 1 jam sampai diare ringan. Covid19 cuma kurang vitamin dosis tinggi dan mineral elektrolit. Tidak ada virus ganas! Obat penyebab bergejala berat dan kematian! Buktikan!!! Yg masih mau di vaksin Tanda gak punya otak. Otaknya taruh di kaki Makanya nyarinya sampai jongkok2. Berbulan2 cari otak gak ketemu! saya sebut IQ nya jongkok. Makin keras saya di bantah berarti yg bantah level ketololannya level IDIOT!!!”,HOAX
“Arseto Pariadji Menyerahkan Diri ke Polisi”,"Arseto Pariadji dikabarkan menyerahkan diri ke polisi setelah dilaporkan ke Polda Metro Jaya soal tuduhan harga undangan mantu Presiden Joko Widodo. Saat ini Arseto masih diamankan polisi. “Yang bersangkutan menyerahkan diri ke Mabes Polri tadi,” kata Kabid Humas Polda Metro Jaya Kombes Argo Yuwono kepada detikcom, Rabu (28/3/2018). Argo mengatakan, penyerahan diri Arseto itu berkaitan dengan laporan dari relawan Jokowi Mania (Joman). Arseto selanjutnya akan diperiksa polisi soal laporan tersebut. “Iya kan ada laporan itu tho, ya diperiksa,” imbuhnya. Sebelumnya, Arseto dilaporkan Joman ke Polda Metro Jaya. Arseto dilaporkan atas dugaan pencemaran nama baik terkait ucapannya soal harga undangan mantu Jokowi Rp 25 juta.",NON HOAX
"“AWAS!! Kuas Bulu Babi, Fatwa MUI: Haram”","“MUI haram atau halal??? Perlu juga nih di sertifikasi. he…he…he…” Foto yang ia unggah menampilkan poster yang berisi ciri-ciri kuas bulu babi yang diklaim difatwakan haram oleh MUI. Ciri-ciri itu antara lain terdapat tulisan eterna, bristle, warnanya tidak homogen (putih, krem, berselang hitam), serta bila dibakar berbau seperti daging panggang. Serta terdapat narasi “AWAS!! Kuas Bulu Babi, Fatwa MUI: Haram”. Berdasarkan hasil penelusuran anggota grup Forum Anti Fitnah, Hasut, dan Hoax (FAFHH), klaim adanya poster berisi fatwa haram Majelis Ulama Indonesia (MUI) terhadap kuas bulu babi adalah klaim yang salah.",HOAX
“Bank Indonesia: Utang Luar Negeri Rp 5.295 T Masih Aman”,“Direktur Eksekutif Departemen Kebijakan Ekonomi dan Moneter BI Aida S. Budiman menegaskan utang luar negeri tersebut relatif aman karena sekitar 80 persen dari total tersebut merupakan utang jangka panjang.”,NON HOAX
"“Bantah Nomor Urut 01 Untungkan Jokowi-Ma’ruf dalam Komputer Sistem Biner, KPU Tegaskan Perhitungan Suara Dilakukan Secara Manual”","1. “Tidak berpengaruh sama sekali (penambahan angka 0 pada penghitungan suara),” ujar Komisioner KPU, Hasyim Asyari, Rabu (26/9). 2. “Pada saat penghitungan suara wajib terbuka (ditulis dalam Formulir C1 Plano) disaksikan para saksi, pemantau dan warga masyarakat. Semua pihak dapat mendokumentasikan hasil hitung di TPS, dalam Form C1 Plano dengan cara mencatat dan memfoto,” tegas Hasyim",NON HOAX
"“Bayi Ikan Hiu Berwajah Manusia, Seperti Kasus Manusia Durhaka yang Terkutuk..”","“Bayi Ikan Hiu Berwajah Manusia, Seperti Kasus Manusia Durhaka yang Terkutuk..”",HOAX
“Bayi katak”,“Bayi katak !!!!!!!.”.,HOAX
"“Belajar Tatap Muka RESMI Januari 2021, Anak Wajib Swab Test Sebelum Sekolah”","Belajar Tatap Muka RESMI Januari 2021, Anak Wajib Swab Test Sebelum Sekolah . Klaim tersebut salah. Faktanya, Kementerian Pendidikan dan Kebudayaan mengklarifikasi bahwa Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Anwar Makarim tidak pernah mengeluarkan pernyataan bahwa masuk sekolah wajib swab PCR. Selain itu, judul dan penggunaan foto Mendikbud menimbulkan kesalahpahaman di masyarakat.",HOAX
“BERITA HARI INI Pria ini mengamuk karena Janda yang dinikahinya tidak perawan lagi”,Pria ini mengamuk karena Janda yang dinikahinya tidak perawan lagi”,HOAX
“BMKG Bantah Informasi Prediksi Kemarau Panjang yang Dikaitkan dengan Pertanyaan Kemunculan Dajjal”,"“Amplifikasi atas kabar berantai itu terjadi karena ketidakhati-hatian dalam memahami konteks riset/studi mutakhir soal tren peningkatan suhu global. Selain itu, ada upaya pembuat misinformasi yang mengaitkan topik pemanasan global dengan pemahaman atas keyakinan tertentu, yakni soal kiamat,” tulis akun @infobmkg, Minggu (14/10) malam.",NON HOAX
“BMKG Menilai Pemberitaan Aljazeera yang Mengatakan Polusi Udara di Jakarta ‘Tidak Sehat’ Jelang Asian Games adalah Berlebihan”,"Media daring Aljazeera.com membuat berita yang berjudul “Air pollution Welcomes athletes in Jakarta for Asian Games” pada, Sabtu (17/8). Di dalam berita tersebut dijelaskan, udara Jakarta sebelum 3 hari pelaksanaan Asian Games berada dalam kategori ‘tidak sehat’ dengan kadar polusi mencapai 154 mikrogram per meter kubik. Menanggapi hal tersebut, Kepala BMKG, Dwikorita Karnawati menilai artikel Aljazeera yang isinya juga mengatakan kualitas udara Jakarta lebih buruk dari Beijing, RRC dan tidak mengacu kepada standar WHO adalah penilaian yang berlebihan. “Data dari pengukuran satu lokasi saja seharusnya tidak bisa digunakan mengeneralisir kondisi mutu udara seluruh Jakarta,” kata Dwikorita, Sabtu (18/8). Berdasarkan pernyataan Kementerian Lingkungan Hidup dan Kehutanan, lanjut Dwikorita, angka polusi udara telah berhasil diturunkan dari 184 mikrogram ke 25 mikrogram per meter kubik. Angka tersebut juga merupakan standar yang dikeluarkan WHO. “Ada tiga lembaga pemerintah pemantau kualitas udara di Jakarta yaitu Pemerintah Provinsi DKI, BMKG dan Kementerian Lingkungan Hidup dan Kehutanan. Ketiganya mengatakan telah mengukur kualitas udara dengan memasang alat pengukur konsentrasi debu partikulat ukuran <10 µg/m3. Dan, baru-baru ini juga telah dipasang untuk <2,5 µg/m3,"" ujar Dwikorita. Informasi hasil pengukuran dan informasi indeks pencemaran udara tersebut telah disampaikan kepada publik secara luas, baik melalui laman website maupun aplikasi android/iOS. Dwikorita menambahkan, dalam menentukan standar baku kualitas udara, pemerintah telah menetapkan indeks standar pencemaran udara (ISPU). ISPU merupakan angka yang tidak mempunyai satuan yang menggambarkan kondisi kualitas udara ambien di lokasi dan waktu tertentu yang didasarkan kepada dampak terhadap kesehatan manusia, nilai estetika, dan makhluk hidup lainnya. Ia menyebutkan, parameter ISPU terdiri atas Partikulat (PM10), Karbondioksida (CO), Sulfur dioksida (SO2), Nitrogen dioksida (NO2), dan Ozon (O3). Berdasarkan ISPU tersebut terdapat lima tingkatan kualitas udara yaitu baik, sedang, tidak sehat, sangat tidak sehat, dan berbahaya. ISPU diatur dalam Keputusan Menteri Negara Lingkungan Hidup Nomor 45 Tahun 1997 tentang Indeks Standar Pencemar Udara (ISPU) dan Peraturan Pemerintah Nomor 41 Tahun 1999 Tentang Pengendalian Pencemaran Udara.",NON HOAX
“BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007”,"Liputan6(dot)com: “Ketua Bidang Mitigasi Gempa Bumi dan Tsunami Badan Meteorologi Klimatologi dan Geofisika (BMKG), Tiar Prasetya, mengatakan, alat pendeteksi tsunami (Buoy) untuk Perairan Selat Sunda, sudah lama hilang. Adapun alat tersebut merupakan milik Badan Pengembangan dan Penerapan Teknologi (BPPT).”",NON HOAX
"“Breaking News! Pilkada Serentak Ditunda, Kecuali Solo dan Medan”","““Breaking News! Pilkada Serentak Ditunda, Kecuali Solo dan Medan” ———————— Itu yg benar langsung lantik saja ga perlu pake nyoblos,,, Kelamaan”. Berdasarkan hasil penelusuran, klaim bahwa Pilkada serentak 2020 ditunda kecuali Solo dan Medan adalah klaim yang salah. Faktanya, Pilkada serentak 2020 di 270 wilayah kabupaten/kota dan provinsi tetap dilanjutkan tanpa terkecuali. Isi artikel yang dimuat di situs gelora[dot]co itu hanya berisi candaan dan sindiran pada pemerintah yang ngotot tetap melanjutkan Pilkada serentak 2020 di tengah pandemi covid-19. Berikut kutipan artikel disebut ditulis oleh Hersubeno Arief tersebut: “Penulis: Hersubeno Arief JANGAN terlalu serius. Pengumuman itu hanya joke. Bahan candaan yang dikirim seorang purnawirawan perwira tinggi TNI. Meme-nya juga sudah beredar di medsos. Sang purnawirawan memberi saran, jika ingin Pilkada serentak ditunda, maka usulkanlah kepada Presiden dengan pengecualian. Pilkada Solo dan Medan boleh jalan terus. Dijamin usulan itu akan langsung diterima Jokowi. Win-win solution. Rakyat happy, Jokowi lebih happy lagi. Ormas-ormas besar seperti NU dan Muhammadiyah, juga KAMI tak perlu marah-marah, kesal dan kehilangan muka. Usulan agar Pilkada serentak ditunda didengar Presiden. Marwah dan kehormatan sebagai organisasi besar di depan umat tetap terjaga. Presiden juga bisa dengan riang gembira menyambutnya. Kepentingan politiknya menjaga hubungan baik dengan rakyat dan umat tetap terjaga. Satu masalah besar terselesaikan. Tak perlu menambah masalah baru, di tengah kebingungan pemerintah mengambil keputusan: mendahulukan kesehatan atau ekonomi. Guyon, bercanda, jangan terlalu serius adalah resep paling mujarab untuk meningkatkan kekebalan tubuh di tengah pandemi. So, sekali lagi, jangan terlalu serius setiap kali mendengar pengumuman pemerintah, wabil khusus Presiden Jokowi. Ketika Presiden Jokowi menyatakan perang melawan Covid. Ketika Presiden marah-marah kepada para menteri. Mau membubarkan lembaga, dan reshufle kabinet. Ketika Presiden Jokowi menyatakan akan mengutamakan kesehatan di atas ekonomi, juga tidak terlalu serius-serius amat kok. Mengapa kita harus serius? Memangnya siapa yang jadi Presiden? Siapa yang bakal paling disalahkan? Dimintai pertanggung-jawaban bila terjadi apa-apa pada bangsa ini? Dalam budaya Jawa yang penuh pasemon (sindiran halus), guyon-guyon parikeno, alias bercanda sambil menyindir telak, jadi formula yang pas untuk kondisi Indonesia saat ini. Saat pemerintah alergi dengan kritik. Saat kritik bakal dibully oleh buzzer. Saat kritik bisa berujung dilaporkan ke polisi dan berakhir di bui. Jangan terlalu serius. Bercanda lah. Tak perlu khawatir terkena UU ITE. Pesan tetap tersampaikan. Apakah saran lewat sindiran itu diterima dan dilaksanakan, itu soal lain. Bukan urusan kita.” Sementara itu, Komisi II DPR bersama Mendagri Tito Karnavian, KPU, Bawaslu, dan DKPP sepakat tidak ada penundaan Pilkada serentak 2020. Pilkada tetap akan dilaksanakan pada 9 Desember 2020 mendatang. Presiden Joko Widodo (Jokowi) juga menegaskan bahwa tahapan pelaksanaan Pilkada Serentak 2020 di 270 daerah akan tetap dilaksanakan meski pandemi virus corona (Covid-19) belum berakhir. Pernyataan sikap Jokowi tersebut disampaikan Juru Bicara Kepresidenan, Fadjroel Rachman lewat siaran pers, Senin (21/9/2020).",HOAX
